1;128;787;692;786;0;302
2;128;727;726;302;944;302
3;128;788;645;786;0;302
4;128;789;677;786;0;302
5;128;685;684;302;717;302
6;128;681;680;302;701;302
7;128;790;667;786;0;302
8;128;791;714;786;0;302
9;128;776;779;10;7;5
10;128;792;712;786;0;302
11;128;724;723;302;932;302
12;128;679;678;302;693;302
13;128;775;778;10;3;5
14;128;793;618;786;0;302
15;128;794;711;786;0;302
16;128;795;713;786;0;302
17;128;683;682;302;709;302
18;128;796;676;786;0;302
19;128;797;619;786;0;302
20;150001029;5;287;5;6;29
21;165;5;287;5;13;29
22;150001029;5;287;5;37;29
23;165;5;287;5;56;29
24;150001029;5;287;5;83;29
25;150001029;5;287;5;56;29
26;165;5;287;5;6;29
27;165;5;287;5;83;29
28;150001029;5;287;5;67;29
29;165;5;287;5;67;29
30;150001029;5;287;5;13;29
31;165;5;287;5;37;29
32;150001029;302;454;302;983;306
33;153001029;302;138;302;1009;29
34;150001029;302;475;302;504;306
35;165;302;454;302;967;306
36;150001029;302;475;302;276;306
37;150001029;302;475;302;296;306
38;150001029;302;136;302;490;29
39;165;302;540;302;721;302
40;150001029;302;454;302;678;306
41;165;302;463;302;885;306
42;165;302;579;302;480;302
43;150001029;302;454;302;492;306
44;153001029;302;97;302;100;29
45;165;302;475;302;942;306
46;165;302;580;302;480;302
47;150001029;302;475;302;817;306
48;165;302;454;302;959;306
49;165;302;454;302;985;306
50;150001029;302;579;302;480;302
51;165;302;476;302;898;306
52;150001029;302;475;302;740;306
53;165;302;454;302;820;306
54;165;302;347;302;743;330
55;165;302;454;302;260;306
56;165;302;454;302;918;306
57;165;302;475;302;344;306
58;153001029;302;529;302;88;302
59;150001029;302;565;302;339;302
60;165;302;562;302;720;302
61;165;302;136;302;808;29
62;165;302;475;302;919;306
63;150001029;302;584;302;469;302
64;150001029;302;475;302;467;306
65;150001029;302;136;302;513;29
66;165;302;475;302;678;306
67;150001029;302;564;302;466;302
68;150001029;302;475;302;700;306
69;150001029;302;475;302;1019;306
70;150001029;302;475;302;808;306
71;165;302;535;302;458;302
72;150001029;302;136;302;942;29
73;165;302;475;302;965;306
74;165;302;535;302;505;302
75;150001029;302;136;302;1019;29
76;150001029;302;565;302;330;302
77;165;302;136;302;346;29
78;153001029;302;305;302;640;302
79;165;302;475;302;717;306
80;165;302;136;302;1034;29
81;165;302;565;302;348;302
82;153001029;302;138;302;652;29
83;165;302;539;302;713;302
84;165;302;136;302;826;29
85;150001029;302;454;302;793;306
86;165;302;475;302;454;306
87;165;302;136;302;868;29
88;150001029;302;475;302;960;306
89;165;302;475;302;1027;306
90;165;302;136;302;1041;29
91;165;302;136;302;454;29
92;150001029;302;454;302;967;306
93;150001029;302;351;302;595;330
94;150001029;302;136;302;741;29
95;150001029;302;136;302;969;29
96;165;302;318;302;595;312
97;165;302;136;302;507;29
98;150001029;302;593;302;911;302
99;165;302;475;302;830;306
100;150001029;302;454;302;687;306
101;150001029;302;582;302;469;302
102;165;302;136;302;994;29
103;150001029;302;579;302;485;302
104;165;302;564;302;343;302
105;150001029;302;562;302;719;302
106;150001029;302;136;302;885;29
107;153001029;302;305;302;199;302
108;150001029;302;442;302;252;324
109;150001029;302;535;302;457;302
110;165;302;454;302;831;306
111;150001029;302;323;302;743;312
112;150001029;302;475;302;687;306
113;165;302;318;302;280;312
114;165;302;475;302;963;306
115;150001029;302;535;302;976;302
116;150001029;302;475;302;831;306
117;165;302;136;302;740;29
118;150001029;302;475;302;709;306
119;150001029;302;573;302;311;302
120;150001029;302;454;302;481;306
121;150001029;302;136;302;674;29
122;150001029;302;475;302;792;306
123;150001029;302;454;302;995;306
124;150001029;302;454;302;1042;306
125;165;302;442;302;252;324
126;165;302;579;302;483;302
127;150001029;302;466;302;931;306
128;150001029;302;475;302;667;306
129;165;302;453;302;239;306
130;150001029;302;475;302;454;306
131;150001029;302;454;302;998;306
132;150001029;302;475;302;1035;306
133;165;302;475;302;734;306
134;150001029;302;454;302;920;306
135;165;302;136;302;491;29
136;165;302;535;302;481;302
